application_id,batch_id,state,office_name,dept_group,district,block,portal,treatment,assigned_ra,template_version,language,channel,filing_outcome,not_filed_reason,filing_date,registration_number,fee_paid_inr,payment_mode,payment_reference,due_date,notes
TG-105,tg2026q3_01,Telangana,"Labour ,Employment Training&Factories(Corporation) Department,Jagtial",LABOUR,Jagtial,NA,RTI_telangana,legal_salience,RA3,v3,en,portal,,,,,,,,,
TG-106,tg2026q3_01,Telangana,"Labour,Employement Training&Factories Department,Mulugu",LABOUR,Mulugu,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-108,tg2026q3_01,Telangana,"Labour Employment ,Training &Factories Department, Devarakonda",LABOUR EMPLOYMENT,Devarakonda,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-109,tg2026q3_01,Telangana,"Labour Employment ,Training &Factories Department, Nalgonda",LABOUR EMPLOYMENT,Nalgonda,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-110,tg2026q3_01,Telangana,"Labour Employment ,Training &Factories Department, Suryapet",LABOUR EMPLOYMENT,Suryapet,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-112,tg2026q3_01,Telangana,"Labour Employment Training&Factories Department, Gajwel",LABOUR EMPLOYMENT TRAINING AND FACTORIES,Gajwel,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-114,tg2026q3_01,Telangana,"Labour Employment Training&Factories Department,Labour - IV, Hyderabad",LABOUR EMPLOYMENT TRAINING AND FACTORIES,Hyderabad,NA,RTI_telangana,legal_salience,RA3,v3,en,portal,,,,,,,,,
TG-117,tg2026q3_01,Telangana,Mandal Praja Parishad Yacharam,MANDAL PRAJA PARISHAD YACHARAM,Ranga Reddy,Yacharam,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-119,tg2026q3_01,Telangana,"Mines and Geology Department, Mahabubnagar",MINES AND GEOLOGY,Mahabubnagar,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-121,tg2026q3_01,Telangana,"Municipal Administration & Urban Development, Tellapur, Sangareddy",MUNICIPAL ADMINISTRATION AND URBAN DEVELOPMENT,Sangareddy,,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-124,tg2026q3_01,Telangana,"O/o Tahsildar, Kataram Mandal Jayashankar Bhupalpally District",O/O TAHSILDAR,Jayashankar Bhupalapally,Kataram,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-126,tg2026q3_01,Telangana,"O/o Tahsildar, Tekumatla",O/O TAHSILDAR,NA,Tekumatla,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-128,tg2026q3_01,Telangana,"PANCHAYAT RAJ, Hasanparthy",PANCHAYAT RAJ,Hanumakonda,Hasanparthy,RTI_telangana,legal_salience,RA3,v3,en,portal,,,,,,,,,
TG-131,tg2026q3_01,Telangana,"Panchayat Raj & Rural (DYEE PR SD Ghattu), Jogulamba Gadwal",PANCHAYAT RAJ AND RURAL,Jogulamba Gadwal,Ghattu,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-141,tg2026q3_01,Telangana,Panchayat Raj and Rural Development(Mandal Praja Parishad) Dandepally,PANCHAYAT RAJ AND RURAL DEVELOPMENT,Mancherial,Dandepally,RTI_telangana,legal_salience,RA3,v3,en,portal,,,,,,,,,
TG-143,tg2026q3_01,Telangana,Panchayat Raj and Rural Development(Mandal Praja Parishad)Bheemini,PANCHAYAT RAJ AND RURAL DEVELOPMENT,Mancherial,Bheemini,RTI_telangana,legal_salience,RA3,v3,en,portal,,,,,,,,,
TG-146,tg2026q3_01,Telangana,"Panchayat Raj&Rural Development Department, Mahabubnagar",PANCHAYAT RAJ AND RURAL DEVELOPMENT,Mahabubnagar,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-148,tg2026q3_01,Telangana,"Panchayat Raj&Rural Development department,Mulugu",PANCHAYAT RAJ AND RURAL DEVELOPMENT,Adilabad,NA,RTI_telangana,legal_salience,RA3,v3,en,portal,,,,,,,,,
TG-150,tg2026q3_01,Telangana,"Panchayat Raj&Rural Development Departmen(MPP) Ghanpur (Stn.),Jangaon",PANCHAYAT RAJ AND RURAL DEVELOPMENT DEPARTMEN,Jangaon,Ghanpur (Station),RTI_telangana,legal_salience,RA3,v3,en,portal,,,,,,,,,
TG-151,tg2026q3_01,Telangana,"Panchayat Raj&Rural Development Departmen(MPP) Lingalaghanpur, Jangaon",PANCHAYAT RAJ AND RURAL DEVELOPMENT DEPARTMEN,Jangaon,Lingalaghanpur,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-153,tg2026q3_01,Telangana,"Panchayat Raj&Rural Dvelopment,Devarakonda",PANCHAYAT RAJ AND RURAL DVELOPMENT,Nalgonda,Devarakonda,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-154,tg2026q3_01,Telangana,"Panchayat Raj&Rural Dvelopment,Miryalaguda",PANCHAYAT RAJ AND RURAL DVELOPMENT,Nalgonda,Miryalaguda,RTI_telangana,legal_salience,RA3,v3,en,portal,,,,,,,,,
TG-156,tg2026q3_01,Telangana,"Panchayath Raj&Rural Department(Mandal Praja Parishad), Rayaparthy",PANCHAYATH RAJ AND RURAL,Hanumakonda,Rayaparthy,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-161,tg2026q3_01,Telangana,"Planning Department, Adilabad(Kumarambheem Chowk)",PLANNING,Adilabad,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-163,tg2026q3_01,Telangana,"Planning Department, Mahabubabad",PLANNING,Mahabubabad,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-165,tg2026q3_01,Telangana,"Registration and Stamps Department,SRO Banswada",REGISTRATION AND STAMPS,SRO Banswada,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-173,tg2026q3_01,Telangana,"Revenue Department, Dharmasagar",REVENUE,Dharmasagar,NA,RTI_telangana,legal_salience,RA3,v3,en,portal,,,,,,,,,
TG-175,tg2026q3_01,Telangana,"Revenue Department, Lakdikapul Hyderabad",REVENUE,Hyderabad,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-176,tg2026q3_01,Telangana,"Revenue Department, Siddipet",REVENUE,Siddipet,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-192,tg2026q3_01,Telangana,SC.Development Department(GOVT SC BOYS HOSTEL)MOGULLAPALLY,SC.DEVELOPMENT,MOGULLAPALLY,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-195,tg2026q3_01,Telangana,Scheduled Caste (Govt.SC College Girls Hostel)Kalwakurthy,SCHEDULED CASTE,Kalwakurthy,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-197,tg2026q3_01,Telangana,Scheduled Caste Development (Govt.SC College Girls Hostel) Achampet),SCHEDULED CASTE DEVELOPMENT,Achampet),NA,RTI_telangana,legal_salience,RA3,v3,en,portal,,,,,,,,,
TG-206,tg2026q3_01,Telangana,"Tahsildar Office, Cherial",TAHSILDAR OFFICE,Siddipet,Cherial,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-210,tg2026q3_01,Telangana,"Tahsildar Office, Marikal",TAHSILDAR OFFICE,Narayanpet,Marikal,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-214,tg2026q3_01,Telangana,"Tahsildar Office, Narsingi",TAHSILDAR OFFICE,Medak,Narsingi,RTI_telangana,legal_salience,RA3,v3,en,portal,,,,,,,,,
TG-216,tg2026q3_01,Telangana,"Tahsildar Office,Gangaram",TAHSILDAR OFFICE,Mahabubabad,Gangaram,RTI_telangana,legal_salience,RA3,v3,en,portal,,,,,,,,,
TG-217,tg2026q3_01,Telangana,"Tahsildar Office,Mahabubabad",TAHSILDAR OFFICE,Mahabubabad,Mahabubabad,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-218,tg2026q3_01,Telangana,Tahsildar Office Boath,TAHSILDAR OFFICE BOATH,Adilabad,Boath,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-220,tg2026q3_01,Telangana,"Telangana Vaidya Vidhana Parishad,Aswaraopeta",TELANGANA VAIDYA VIDHANA PARISHAD,Aswaraopeta,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-230,tg2026q3_01,Telangana,"TGSRTC ,RM Office, JBS Secunderabad",TGSRTC,JBS Secunderabad,NA,RTI_telangana,legal_salience,RA3,v3,en,portal,,,,,,,,,
TG-241,tg2026q3_01,Telangana,Veterinary and Animal HusbandryDepartment(Primary Veterinary Center)Ma,VETERINARY AND ANIMAL HUSBANDRYDEPARTMENT,Yadadri Bhuvanagiri,Motakondur,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-245,tg2026q3_01,Telangana,Veterinary and Animal HusbandryDept(Primary VeterinaryCenter)Bibinagar,VETERINARY AND ANIMAL HUSBANDRYDEPT,Bibinagar,NA,RTI_telangana,legal_salience,RA3,v3,en,portal,,,,,,,,,
TG-247,tg2026q3_01,Telangana,"Women Development & child welfare Department,Kamareddy",WOMEN DEVELOPMENT AND CHILD WELFARE,Kamareddy,NA,RTI_telangana,plain,RA3,v3,en,portal,,,,,,,,,
TG-250,tg2026q3_01,Telangana,"Youth Advancement,Tourism &Culture Department(Youth & Sports)Kamareddy",YOUTH ADVANCEMENT,Kamareddy,NA,RTI_telangana,legal_salience,RA3,v3,en,portal,,,,,,,,,
